Programming skills,Problem solving skills,Analytical skills,Logical skills,Statistical skills,Communication skills,Styling,Creativity skills,Organisational skills,Negotiation skills,Attention to details,Empathy,Leadership,Stress management,Listening skills,Research,Emotional intelligence,Role
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Poor,Poor,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Beginner,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Average,Average,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Poor,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Average,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Excellent,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Not Interested,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Beginner,Beginner,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Average,Average,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Intermediate,Intermediate,Lecturer
Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Excellent,Excellent,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Not Interested,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Poor,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Average,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Intermediate,Lecturer
Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Excellent,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Not Interested,Not Interested,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Poor,Poor,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Beginner,Beginner,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Intermediate,Intermediate,Lecturer
Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Excellent,Excellent,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Not Interested,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Poor,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Beginner,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Average,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Lecturer
Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Excellent,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Not Interested,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Poor,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Beginner,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Average,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Intermediate,Lecturer
Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Lecturer
Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
Poor,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
Beginner,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
Average,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Lecturer
